UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_diff,Power,Power_norm,Tool_wear_norm,Type_encoded
8677,297.3,308.5,1520,42.4,171,0,0,0,0,0,0,11.199999999999989,64448.0,0.6446063428431972,0.6758893280632411,1
8678,297.3,308.5,1664,28.9,174,0,0,0,0,0,0,11.199999999999989,48089.6,0.4809902740937223,0.6877470355731226,1
8679,297.3,308.5,1514,44.5,177,0,0,0,0,0,0,11.199999999999989,67373.0,0.6738620769670854,0.6996047430830039,0
8680,297.3,308.5,1456,54.2,179,0,0,0,0,0,0,11.199999999999989,78915.2,0.7893067041140063,0.7075098814229249,0
8681,297.2,308.5,1494,39.6,181,0,0,0,0,0,0,11.300000000000011,59162.4,0.5917399810362831,0.7154150197628458,0
8682,297.2,308.4,1605,30.0,183,0,0,0,0,0,0,11.199999999999989,48150.0,0.4815943925009301,0.7233201581027668,0
8683,297.2,308.5,1353,46.5,185,0,0,0,0,0,0,11.300000000000011,62914.5,0.6292683365939724,0.7312252964426877,1
8684,297.2,308.5,1447,47.9,188,0,0,0,0,0,0,11.300000000000011,69311.3,0.6932488767798488,0.7430830039525692,0
8685,297.2,308.5,1588,40.4,190,0,0,0,0,0,0,11.300000000000011,64155.2,0.6416777688426931,0.7509881422924901,0
8686,297.2,308.5,1524,41.4,192,0,0,0,0,0,0,11.300000000000011,63093.6,0.6310596876987888,0.758893280632411,2
8687,297.2,308.5,1611,31.6,197,0,0,0,0,0,0,11.300000000000011,50907.600000000006,0.5091757984564975,0.7786561264822134,1
8688,297.2,308.5,1604,34.9,200,0,0,0,0,0,0,11.300000000000011,55979.6,0.5599057415253389,0.7905138339920948,1
8689,297.1,308.5,1483,46.9,203,0,0,0,0,0,0,11.399999999999977,69552.7,0.6956633500166032,0.8023715415019763,0
8690,297.1,308.4,1543,39.6,205,0,0,0,0,0,0,11.299999999999955,61102.8,0.6111477849658533,0.8102766798418972,0
8691,297.1,308.5,1323,44.4,207,1,1,0,0,0,0,11.399999999999977,58741.2,0.5875271553224432,0.8181818181818182,0
8692,297.1,308.5,1555,36.2,0,0,0,0,0,0,0,11.399999999999977,56291.00000000001,0.5630203519889899,0.0,0
8693,297.1,308.4,1583,31.9,2,0,0,0,0,0,0,11.299999999999955,50497.7,0.5050759948949993,0.007905138339920948,0
8694,297.2,308.5,1584,40.0,4,0,0,0,0,0,0,11.300000000000011,63360.0,0.6337242099451492,0.015810276679841896,1
8695,297.2,308.5,1766,25.8,7,0,0,0,0,0,0,11.300000000000011,45562.8,0.45571732059483655,0.02766798418972332,0
8696,297.2,308.6,1498,44.4,9,0,0,0,0,0,0,11.400000000000034,66511.2,0.6652423875079515,0.03557312252964427,1
8697,297.2,308.6,1413,49.8,12,0,0,0,0,0,0,11.400000000000034,70367.4,0.7038119471416396,0.04743083003952569,0
8698,297.3,308.6,1505,33.5,14,0,0,0,0,0,0,11.300000000000011,50417.5,0.5042738376721837,0.05533596837944664,0
8699,297.3,308.7,1438,46.2,16,0,0,0,0,0,0,11.399999999999977,66435.6,0.6644862393029034,0.06324110671936758,2
8700,297.3,308.7,1655,34.1,21,0,0,0,0,0,0,11.399999999999977,56435.5,0.5644656352645118,0.08300395256916997,1
8701,297.3,308.7,1451,43.8,24,0,0,0,0,0,0,11.399999999999977,63553.799999999996,0.6356625898676139,0.09486166007905138,1
8702,297.3,308.7,1466,38.4,27,0,0,0,0,0,0,11.399999999999977,56294.4,0.5630543586542962,0.1067193675889328,1
8703,297.2,308.6,1774,23.0,30,0,0,0,0,0,0,11.400000000000034,40802.0,0.4080999875975691,0.11857707509881422,0
8704,297.2,308.6,1284,51.3,32,0,0,0,0,0,0,11.400000000000034,65869.2,0.6588211289412724,0.12648221343873517,1
8705,297.1,308.5,1425,40.0,35,0,0,0,0,0,0,11.399999999999977,57000.0,0.5701117419014127,0.1383399209486166,0
8706,297.2,308.6,1437,52.4,37,0,0,0,0,0,0,11.400000000000034,75298.8,0.7531356145804577,0.14624505928853754,0
8707,297.2,308.6,1335,53.0,39,0,0,0,0,0,0,11.400000000000034,70755.0,0.7076887069865693,0.1541501976284585,0
8708,297.2,308.5,1471,41.7,41,0,0,0,0,0,0,11.300000000000011,61340.700000000004,0.6135272513412628,0.16205533596837945,0
8709,297.2,308.5,1364,54.0,43,0,0,0,0,0,0,11.300000000000011,73656.0,0.7367043940612359,0.16996047430830039,1
8710,297.1,308.5,1578,35.6,46,0,0,0,0,0,0,11.399999999999977,56176.8,0.5618781281131101,0.18181818181818182,0
8711,297.1,308.5,1712,32.1,48,0,0,0,0,0,0,11.399999999999977,54955.200000000004,0.5496597333077283,0.18972332015810275,0
8712,297.1,308.5,1733,28.7,50,0,0,0,0,0,0,11.399999999999977,49737.1,0.49746850382675,0.1976284584980237,0
8713,297.2,308.6,1652,32.1,52,0,0,0,0,0,0,11.400000000000034,53029.200000000004,0.5303959576076911,0.20553359683794467,0
8714,297.2,308.6,1917,24.1,54,0,0,0,0,0,0,11.400000000000034,46199.700000000004,0.46208756916355603,0.2134387351778656,0
8715,297.2,308.6,1444,41.1,56,0,0,0,0,0,0,11.400000000000034,59348.4,0.5936003456677509,0.22134387351778656,1
8716,297.1,308.6,1442,37.1,59,0,0,0,0,0,0,11.5,53498.200000000004,0.5350868770278975,0.233201581027668,0
8717,297.1,308.6,1717,31.3,61,0,0,0,0,0,0,11.5,53742.1,0.5375263551656124,0.24110671936758893,1
8718,297.1,308.7,1474,42.3,64,0,0,0,0,0,0,11.599999999999966,62350.2,0.6236242303491484,0.25296442687747034,0
8719,297.2,308.7,1509,39.3,66,0,0,0,0,0,0,11.5,59303.7,0.5931532580385754,0.2608695652173913,0
8720,297.2,308.8,1451,43.1,68,0,0,0,0,0,0,11.600000000000023,62538.1,0.6255035987053462,0.26877470355731226,0
8721,297.3,308.8,1554,36.1,70,0,0,0,0,0,0,11.5,56099.4,0.5611039763793704,0.2766798418972332,0
8722,297.2,308.7,1669,30.7,72,0,0,0,0,0,0,11.5,51238.299999999996,0.512483446755564,0.2845849802371542,0
8723,297.2,308.6,1366,50.4,74,0,0,0,0,0,0,11.400000000000034,68846.4,0.6885989653972178,0.2924901185770751,0
8724,297.2,308.6,1578,34.4,76,0,0,0,0,0,0,11.400000000000034,54283.2,0.5429384159295221,0.30039525691699603,0
8725,297.2,308.6,1513,39.0,78,0,0,0,0,0,0,11.400000000000034,59007.0,0.5901856763925729,0.308300395256917,1
8726,297.1,308.5,1515,42.1,81,0,0,0,0,0,0,11.399999999999977,63781.5,0.6379400362471044,0.3201581027667984,1
8727,297.2,308.6,1562,33.0,84,0,0,0,0,0,0,11.400000000000034,51546.0,0.5155610499657932,0.33201581027667987,0
8728,297.2,308.7,1501,38.5,86,0,0,0,0,0,0,11.5,57788.5,0.5779982876643822,0.33992094861660077,0
8729,297.2,308.7,1398,38.1,88,0,0,0,0,0,0,11.5,53263.8,0.5327424175138327,0.34782608695652173,1
8730,297.3,308.7,1352,53.8,91,0,0,0,0,0,0,11.399999999999977,72737.59999999999,0.7275185936443541,0.35968379446640314,0
8731,297.3,308.7,1569,33.9,93,0,0,0,0,0,0,11.399999999999977,53189.1,0.5319952710731303,0.3675889328063241,2
8732,297.2,308.6,1486,46.6,98,0,0,0,0,0,0,11.400000000000034,69247.6,0.6926117519033731,0.38735177865612647,2
8733,297.2,308.6,1864,23.6,103,0,0,0,0,0,0,11.400000000000034,43990.4,0.439990238086665,0.40711462450592883,0
8734,297.3,308.7,1447,44.5,105,0,0,0,0,0,0,11.399999999999977,64391.5,0.6440412320814879,0.4150197628458498,1
8735,297.2,308.6,1392,41.5,108,0,0,0,0,0,0,11.400000000000034,57768.0,0.5777932474765053,0.4268774703557312,0
8736,297.3,308.6,1358,47.6,110,0,0,0,0,0,0,11.300000000000011,64640.8,0.6465347208052779,0.43478260869565216,0
8737,297.3,308.7,1491,40.2,112,0,0,0,0,0,0,11.399999999999977,59938.200000000004,0.5994995019023729,0.4426877470355731,0
8738,297.3,308.7,1556,36.7,114,0,0,0,0,0,0,11.399999999999977,57105.200000000004,0.5711639481338342,0.4505928853754941,0
8739,297.3,308.7,1531,36.7,116,0,0,0,0,0,0,11.399999999999977,56187.700000000004,0.5619871494812984,0.45849802371541504,0
8740,297.4,308.7,1429,37.6,118,0,0,0,0,0,0,11.300000000000011,53730.4,0.5374093322291169,0.466403162055336,2
8741,297.4,308.8,1573,33.9,123,0,0,0,0,0,0,11.400000000000034,53324.7,0.5333515369012326,0.48616600790513836,1
8742,297.4,308.8,1538,41.2,126,0,0,0,0,0,0,11.400000000000034,63365.600000000006,0.633780220923301,0.4980237154150198,0
8743,297.4,308.8,1467,39.0,128,0,0,0,0,0,0,11.400000000000034,57213.0,0.5722421594632547,0.5059288537549407,0
8744,297.4,308.7,1323,51.1,130,0,0,0,0,0,0,11.300000000000011,67605.3,0.6761855323643434,0.5138339920948617,2
8745,297.4,308.7,1798,23.0,135,0,0,0,0,0,0,11.300000000000011,41354.0,0.413621069729667,0.5335968379446641,1
8746,297.4,308.6,1411,46.3,138,0,0,0,0,0,0,11.200000000000045,65329.299999999996,0.6534210705298238,0.5454545454545454,0
8747,297.3,308.5,1528,44.5,140,0,0,0,0,0,0,11.199999999999989,67996.0,0.6800932982864641,0.5533596837944664,0
8748,297.3,308.5,1504,42.0,142,0,0,0,0,0,0,11.199999999999989,63168.0,0.631803833551376,0.5612648221343873,0
8749,297.3,308.5,1384,39.6,144,0,0,0,0,0,0,11.199999999999989,54806.4,0.548171441602554,0.5691699604743083,0
8750,297.2,308.4,1677,26.4,146,0,0,0,0,0,0,11.199999999999989,44272.799999999996,0.442814791699173,0.5770750988142292,0
8751,297.3,308.5,1764,30.8,148,0,0,0,0,0,0,11.199999999999989,54331.200000000004,0.5434185100279655,0.5849802371541502,0
8752,297.4,308.5,1472,42.0,150,0,0,0,0,0,0,11.100000000000023,61824.0,0.6183611987949638,0.5928853754940712,1
8753,297.4,308.5,1465,55.9,153,0,0,0,0,0,0,11.100000000000023,81893.5,0.8190955427263743,0.6047430830039525,1
8754,297.4,308.6,1657,33.1,156,0,0,0,0,0,0,11.200000000000045,54846.700000000004,0.5485745206060387,0.616600790513834,1
8755,297.4,308.6,1635,30.5,159,0,0,0,0,0,0,11.200000000000045,49867.5,0.4987727594608543,0.6284584980237155,0
8756,297.4,308.7,1582,31.9,161,0,0,0,0,0,0,11.300000000000011,50465.799999999996,0.5047569323587422,0.6363636363636364,1
8757,297.5,308.7,1761,26.2,164,0,0,0,0,0,0,11.199999999999989,46138.2,0.46147244859992553,0.6482213438735178,0
8758,297.5,308.8,1587,34.9,166,0,0,0,0,0,0,11.300000000000011,55386.299999999996,0.5539715784293721,0.6561264822134387,0
8759,297.5,308.7,1446,53.0,168,0,0,0,0,0,0,11.199999999999989,76638.0,0.7665302399270256,0.6640316205533597,1
8760,297.5,308.7,1352,53.0,171,0,0,0,0,0,0,11.199999999999989,71656.0,0.7167004732927653,0.6758893280632411,1
8761,297.4,308.7,1392,46.4,174,0,0,0,0,0,0,11.300000000000011,64588.799999999996,0.6460146188652975,0.6877470355731226,1
8762,297.5,308.8,1417,49.8,177,0,0,0,0,0,0,11.300000000000011,70566.59999999999,0.7058043376501792,0.6996047430830039,0
8763,297.5,308.8,1824,24.0,179,0,0,0,0,0,0,11.300000000000011,43776.0,0.4378458177802849,0.7075098814229249,2
8764,297.5,308.8,1603,36.7,184,0,0,0,0,0,0,11.300000000000011,58830.100000000006,0.5884163296006018,0.7272727272727273,0
8765,297.4,308.8,1620,33.4,186,0,0,0,0,0,0,11.400000000000034,54108.0,0.5411860724702041,0.7351778656126482,0
8766,297.4,308.8,1353,49.4,188,0,0,0,0,0,0,11.400000000000034,66838.2,0.6685130285535964,0.7430830039525692,0
8767,297.5,308.8,1360,50.7,190,0,0,0,0,0,0,11.300000000000011,68952.0,0.689655172413793,0.7509881422924901,0
8768,297.5,308.6,1380,53.5,192,0,0,0,0,0,0,11.100000000000023,73830.0,0.7384447351680928,0.758893280632411,0
8769,297.5,308.7,1363,53.6,194,0,0,0,0,0,0,11.199999999999989,73056.8,0.7307112193990022,0.766798418972332,1
8770,297.4,308.6,1452,41.2,197,0,0,0,0,0,0,11.200000000000045,59822.4,0.5983412748898784,0.7786561264822134,1
8771,297.4,308.6,1680,32.8,200,0,0,0,0,0,0,11.200000000000045,55103.99999999999,0.5511480250129024,0.7905138339920948,0
8772,297.5,308.6,1536,39.0,202,0,0,0,0,0,0,11.100000000000023,59904.0,0.5991574348572319,0.7984189723320159,0
8773,297.5,308.6,1621,28.9,0,0,0,0,0,0,0,11.100000000000023,46846.899999999994,0.46856083792423303,0.0,0
8774,297.5,308.6,1585,37.6,2,0,0,0,0,0,0,11.100000000000023,59596.0,0.5960768310588875,0.007905138339920948,0
8775,297.6,308.7,1408,51.5,4,0,0,0,0,0,0,11.099999999999966,72512.0,0.7252621513816707,0.015810276679841896,1
8776,297.5,308.6,1536,38.7,7,0,0,0,0,0,0,11.100000000000023,59443.200000000004,0.5945485315121763,0.02766798418972332,2
8777,297.5,308.6,1352,52.6,12,0,0,0,0,0,0,11.100000000000023,71115.2,0.7112914131169709,0.04743083003952569,0
8778,297.5,308.6,1481,38.8,14,0,0,0,0,0,0,11.100000000000023,57462.799999999996,0.5747406491672367,0.05533596837944664,2
8779,297.5,308.7,1454,45.0,19,0,0,0,0,0,0,11.199999999999989,65430.0,0.6544282679405163,0.07509881422924901,0
8780,297.5,308.6,1349,51.5,21,0,0,0,0,0,0,11.100000000000023,69473.5,0.6948711947541718,0.08300395256916997,1
8781,297.5,308.6,1327,52.1,24,0,0,0,0,0,0,11.100000000000023,69136.7,0.6915025344967612,0.09486166007905138,1
8782,297.6,308.7,1552,42.3,27,0,0,0,0,0,0,11.099999999999966,65649.59999999999,0.6566246984408942,0.1067193675889328,0
8783,297.5,308.7,1456,44.7,29,0,0,0,0,0,0,11.199999999999989,65083.200000000004,0.6509595880792636,0.11462450592885376,0
8784,297.6,308.6,1254,45.8,31,0,0,0,0,0,0,11.0,57433.2,0.5744445911398633,0.1225296442687747,1
8785,297.5,308.6,1437,43.3,34,0,0,0,0,0,0,11.100000000000023,62222.1,0.6223429792239278,0.13438735177865613,0
8786,297.5,308.6,1694,27.1,36,0,0,0,0,0,0,11.100000000000023,45907.4,0.45916399614324405,0.1422924901185771,0
8787,297.5,308.5,1306,50.7,38,0,0,0,0,0,0,11.0,66214.2,0.6622718052738336,0.15019762845849802,0
8788,297.5,308.5,1699,30.1,40,0,0,0,0,0,0,11.0,51139.9,0.5114992538537553,0.15810276679841898,1
8789,297.4,308.5,1369,53.2,43,0,0,0,0,0,0,11.100000000000023,72830.8,0.728450776352165,0.16996047430830039,0
8790,297.4,308.5,1471,43.9,45,0,0,0,0,0,0,11.100000000000023,64576.9,0.6458955955367252,0.17786561264822134,0
8791,297.4,308.5,1410,43.9,47,0,0,0,0,0,0,11.100000000000023,61899.0,0.6191113458237814,0.1857707509881423,0
8792,297.4,308.5,1412,45.5,49,0,0,0,0,0,0,11.100000000000023,64246.0,0.6425859468455817,0.19367588932806323,1
8793,297.4,308.5,1418,51.2,52,0,0,0,0,0,0,11.100000000000023,72601.6,0.7261583270320983,0.20553359683794467,0
8794,297.4,308.5,1782,25.9,54,0,0,0,0,0,0,11.100000000000023,46153.799999999996,0.46162847918191957,0.2134387351778656,0
8795,297.4,308.5,1497,36.4,56,0,0,0,0,0,0,11.100000000000023,54490.799999999996,0.5450148229052894,0.22134387351778656,1
8796,297.3,308.4,1459,39.4,59,0,0,0,0,0,0,11.099999999999966,57484.6,0.574958691903613,0.233201581027668,0
8797,297.2,308.3,1796,23.8,61,0,0,0,0,0,0,11.100000000000023,42744.8,0.4275317962320615,0.24110671936758893,0
8798,297.2,308.3,1569,31.2,63,0,0,0,0,0,0,11.100000000000023,48952.799999999996,0.4896239662973942,0.2490118577075099,0
8799,297.3,308.4,1469,46.7,65,0,0,0,0,0,0,11.099999999999966,68602.3,0.686157486867426,0.25691699604743085,0
8800,297.3,308.4,1472,41.3,67,0,0,0,0,0,0,11.099999999999966,60793.6,0.6080551788150477,0.2648221343873518,0
8801,297.4,308.5,1475,47.2,69,0,0,0,0,0,0,11.100000000000023,69620.0,0.6963364819504623,0.2727272727272727,0
8802,297.4,308.6,1488,36.4,71,0,0,0,0,0,0,11.200000000000045,54163.2,0.5417381806834138,0.28063241106719367,0
8803,297.4,308.6,1524,43.1,73,0,0,0,0,0,0,11.200000000000045,65684.40000000001,0.6569727666622658,0.2885375494071146,0
8804,297.4,308.5,1486,48.6,75,0,0,0,0,0,0,11.100000000000023,72219.6,0.7223375781653204,0.2964426877470356,0
8805,297.5,308.6,1255,60.7,77,0,0,0,0,0,0,11.100000000000023,76178.5,0.7619343391304695,0.30434782608695654,1
8806,297.4,308.6,1469,42.6,80,0,0,0,0,0,0,11.200000000000045,62579.4,0.6259166796692152,0.31620553359683795,1
8807,297.4,308.5,1692,34.3,83,0,0,0,0,0,0,11.100000000000023,58035.6,0.5804697720753267,0.32806324110671936,0
8808,297.4,308.6,1604,32.8,85,0,0,0,0,0,0,11.200000000000045,52611.2,0.5262151381670807,0.3359683794466403,1
8809,297.4,308.6,1446,48.1,88,0,0,0,0,0,0,11.200000000000045,69552.6,0.6956623498205649,0.34782608695652173,0
8810,297.3,308.5,1503,43.3,90,0,0,0,0,0,0,11.199999999999989,65079.899999999994,0.6509265816099954,0.3557312252964427,0
8811,297.3,308.5,1625,32.8,92,0,0,0,0,0,0,11.199999999999989,53299.99999999999,0.5331044884797419,0.36363636363636365,1
8812,297.2,308.5,1574,35.8,95,0,0,0,0,0,0,11.300000000000011,56349.2,0.5636024660833523,0.37549407114624506,0
8813,297.2,308.4,1378,41.9,97,0,0,0,0,0,0,11.199999999999989,57738.2,0.5774951890570551,0.383399209486166,1
8814,297.1,308.4,1693,29.5,100,0,0,0,0,0,0,11.299999999999955,49943.5,0.49953290845005616,0.3952569169960474,0
8815,297.2,308.4,1462,51.2,102,0,0,0,0,0,0,11.199999999999989,74854.40000000001,0.7486907433857036,0.4031620553359684,0
8816,297.3,308.5,1435,55.0,104,0,0,0,0,0,0,11.199999999999989,78925.0,0.7894047233257718,0.41106719367588934,2
8817,297.2,308.5,1425,45.8,109,0,0,0,0,0,0,11.300000000000011,65264.99999999999,0.6527779444771173,0.4308300395256917,1
8818,297.3,308.6,1376,53.5,112,0,0,0,0,0,0,11.300000000000011,73616.0,0.7363043156458665,0.4426877470355731,2
8819,297.4,308.7,1481,48.0,117,0,0,0,0,0,0,11.300000000000011,71088.0,0.7110193597945197,0.4624505928853755,1
8820,297.4,308.7,1349,48.9,120,0,0,0,0,0,0,11.300000000000011,65966.09999999999,0.6597903189025047,0.4743083003952569,2
8821,297.3,308.7,1551,40.0,125,0,0,0,0,0,0,11.399999999999977,62040.0,0.6205216222379586,0.49407114624505927,0
8822,297.4,308.7,1623,33.8,127,0,0,0,0,0,0,11.300000000000011,54857.399999999994,0.54868154158215,0.5019762845849802,2
8823,297.4,308.8,1462,49.7,132,0,0,0,0,0,0,11.400000000000034,72661.40000000001,0.7267564442630756,0.5217391304347826,0
8824,297.3,308.8,1447,57.4,134,0,0,0,0,0,0,11.5,83057.8,0.8307408252017395,0.5296442687747036,1
8825,297.3,308.9,1799,24.5,137,0,0,0,0,0,0,11.599999999999966,44075.5,0.4408414049153634,0.541501976284585,1
8826,297.3,308.8,1548,41.3,140,0,0,0,0,0,0,11.5,63932.399999999994,0.6394493320690854,0.5533596837944664,1
8827,297.2,308.8,1485,47.9,143,0,0,0,0,0,0,11.600000000000023,71131.5,0.7114544450712339,0.5652173913043478,1
8828,297.2,308.7,1463,49.9,146,0,0,0,0,0,0,11.5,73003.7,0.7301801153025992,0.5770750988142292,0
8829,297.3,308.7,1587,35.8,148,0,0,0,0,0,0,11.399999999999977,56814.6,0.5682573784461754,0.5849802371541502,0
8830,297.3,308.8,1469,44.1,150,0,0,0,0,0,0,11.5,64782.9,0.6479559993758777,0.5928853754940712,1
8831,297.3,308.7,1430,42.8,153,0,0,0,0,0,0,11.399999999999977,61203.99999999999,0.6121599833567378,0.6047430830039525,2
8832,297.4,308.7,1726,26.8,158,0,0,0,0,0,0,11.300000000000011,46256.8,0.4626586811014959,0.6245059288537549,2
8833,297.4,308.8,1651,34.1,163,0,0,0,0,0,0,11.400000000000034,56299.100000000006,0.5631013678681022,0.6442687747035574,0
8834,297.4,308.8,1529,41.3,165,0,0,0,0,0,0,11.400000000000034,63147.7,0.631600793755576,0.6521739130434783,0
8835,297.4,308.8,1473,46.2,167,0,0,0,0,0,0,11.400000000000034,68052.6,0.6806594092442119,0.6600790513833992,0
8836,297.4,308.8,1324,53.5,169,0,0,0,0,0,0,11.400000000000034,70834.0,0.7084788618569239,0.6679841897233202,2
8837,297.4,308.9,1708,28.8,174,0,0,0,0,0,0,11.5,49190.4,0.4920004320846886,0.6877470355731226,0
8838,297.5,309.1,1540,38.5,176,0,0,0,0,0,0,11.600000000000023,59290.0,0.5930162311813115,0.6956521739130435,1
8839,297.5,309.0,1320,54.7,179,0,0,0,0,0,0,11.5,72204.0,0.7221815475833263,0.7075098814229249,0
8840,297.4,308.9,1376,39.0,181,0,0,0,0,0,0,11.5,53664.0,0.5367452020596036,0.7154150197628458,1
8841,297.3,308.7,1542,37.0,184,0,0,0,0,0,0,11.399999999999977,57054.0,0.5706518477621614,0.7272727272727273,1
8842,297.3,308.7,1506,39.3,187,0,0,0,0,0,0,11.399999999999977,59185.799999999996,0.5919740269092741,0.7391304347826086,0
8843,297.3,308.7,1492,43.6,189,0,0,0,0,0,0,11.399999999999977,65051.200000000004,0.650639525346968,0.7470355731225297,0
8844,297.3,308.8,1564,38.0,191,0,0,0,0,0,0,11.5,59432.0,0.5944365095558729,0.7549407114624506,2
8845,297.4,308.9,1645,30.8,196,0,0,0,0,0,0,11.5,50666.0,0.5067593248276662,0.7747035573122529,2
8846,297.4,308.9,1348,59.1,201,0,0,0,0,0,0,11.5,79666.8,0.7968241775387975,0.7944664031620553,1
8847,297.4,308.8,1325,62.4,204,1,1,0,0,1,0,11.400000000000034,82680.0,0.8269620845685753,0.8063241106719368,1
8848,297.5,308.9,1443,43.5,0,0,0,0,0,0,0,11.399999999999977,62770.5,0.6278280542986425,0.0,0
8849,297.5,308.9,1436,44.8,2,0,0,0,0,0,0,11.399999999999977,64332.799999999996,0.6434541170069332,0.007905138339920948,1
8850,297.5,308.9,1596,30.7,5,0,0,0,0,0,0,11.399999999999977,48997.2,0.49006805333845427,0.019762845849802372,0
8851,297.6,309.0,1491,43.2,7,0,0,0,0,0,0,11.399999999999977,64411.200000000004,0.6442382707010574,0.02766798418972332,0
8852,297.7,308.9,1573,35.1,9,0,0,0,0,0,0,11.199999999999989,55212.3,0.5522312373225152,0.03557312252964427,1
8853,297.7,308.9,1575,39.9,12,0,0,0,0,0,0,11.199999999999989,62842.5,0.6285481954463075,0.04743083003952569,0
8854,297.7,308.9,1458,41.1,14,0,0,0,0,0,0,11.199999999999989,59923.8,0.5993554736728398,0.05533596837944664,0
8855,297.7,309.0,1433,41.8,16,0,0,0,0,0,0,11.300000000000011,59899.399999999994,0.5991114258394644,0.06324110671936758,1
8856,297.7,308.9,1662,28.1,19,0,0,0,0,0,0,11.199999999999989,46702.200000000004,0.4671135542566343,0.07509881422924901,0
8857,297.7,308.9,1327,63.7,21,0,0,0,0,0,0,11.199999999999989,84529.90000000001,0.8454647110833724,0.08300395256916997,1
8858,297.7,308.9,1742,26.3,24,0,0,0,0,0,0,11.199999999999989,45814.6,0.458235814219587,0.09486166007905138,0
8859,297.8,308.9,1506,33.5,26,0,0,0,0,0,0,11.099999999999966,50451.0,0.5046089033450556,0.10276679841897234,0
8860,297.9,309.1,1457,44.4,28,0,0,0,0,0,0,11.200000000000045,64690.799999999996,0.6470348188244895,0.11067193675889328,0
8861,297.9,309.1,1488,37.3,30,0,0,0,0,0,0,11.200000000000045,55502.399999999994,0.5551328060299817,0.11857707509881422,1
8862,297.9,309.1,1619,34.7,33,0,0,0,0,0,0,11.200000000000045,56179.3,0.5619031330140707,0.13043478260869565,0
8863,298.0,309.2,1558,41.7,35,0,0,0,0,0,0,11.199999999999989,64968.600000000006,0.6498133634192301,0.1383399209486166,1
8864,298.0,309.2,1731,28.7,38,0,0,0,0,0,0,11.199999999999989,49679.7,0.49689439130069485,0.15019762845849802,0
8865,298.0,309.1,1574,34.8,40,0,0,0,0,0,0,11.100000000000023,54775.2,0.5478593804385659,0.15810276679841898,1
8866,297.9,309.0,1290,49.8,43,0,0,0,0,0,0,11.100000000000023,64241.99999999999,0.6425459390040447,0.16996047430830039,0
8867,297.9,308.9,1416,39.6,45,0,0,0,0,0,0,11.0,56073.6,0.560845925801457,0.17786561264822134,2
8868,297.9,308.9,1566,41.9,50,0,0,0,0,0,0,11.0,65615.4,0.6562826313957535,0.1976284584980237,0
8869,297.9,309.0,1456,46.5,52,0,0,0,0,0,0,11.100000000000023,67704.0,0.6771727258542674,0.20553359683794467,0
8870,297.9,309.0,1528,37.5,54,0,0,0,0,0,0,11.100000000000023,57300.0,0.5731123300166833,0.2134387351778656,0
8871,297.9,309.1,1338,49.6,56,0,0,0,0,0,0,11.200000000000045,66364.8,0.6637781005076995,0.22134387351778656,1
8872,297.9,309.1,1558,39.2,59,0,0,0,0,0,0,11.200000000000045,61073.600000000006,0.6108557277226336,0.233201581027668,1
8873,297.9,309.1,1614,38.1,62,0,0,0,0,0,0,11.200000000000045,61493.4,0.6150545506919356,0.2450592885375494,1
8874,298.0,309.1,1557,36.4,65,0,0,0,0,0,0,11.100000000000023,56674.799999999996,0.5668591043844593,0.25691699604743085,2
8875,298.1,309.3,1443,45.3,70,0,0,0,0,0,0,11.199999999999989,65367.899999999994,0.6538071462006552,0.2766798418972332,0
8876,298.1,309.3,1332,51.0,72,0,0,0,0,0,0,11.199999999999989,67932.0,0.679453172821873,0.2845849802371542,2
8877,298.1,309.3,1752,25.2,77,0,0,0,0,0,0,11.199999999999989,44150.4,0.4415905517481426,0.30434782608695654,1
8878,298.1,309.2,1460,45.8,80,0,0,0,0,0,0,11.099999999999966,66868.0,0.6688110869730467,0.31620553359683795,1
8879,298.1,309.2,1802,26.9,83,0,0,0,0,0,0,11.099999999999966,48473.799999999996,0.4848330272733455,0.32806324110671936,0
8880,298.0,309.2,1527,39.5,85,0,0,0,0,0,0,11.199999999999989,60316.5,0.603283243515729,0.3359683794466403,0
8881,298.0,309.2,1458,39.8,87,0,0,0,0,0,0,11.199999999999989,58028.399999999994,0.5803977579605601,0.3438735177865613,0
8882,298.0,309.2,1520,37.9,89,0,0,0,0,0,0,11.199999999999989,57608.0,0.5761929338150277,0.35177865612648224,2
8883,298.0,309.2,1378,49.7,94,0,0,0,0,0,0,11.199999999999989,68486.6,0.68500026005097,0.3715415019762846,0
8884,297.9,309.2,1529,38.1,96,0,0,0,0,0,0,11.300000000000011,58254.9,0.5826632019875896,0.3794466403162055,1
8885,298.0,309.2,1527,32.4,99,0,0,0,0,0,0,11.199999999999989,49474.799999999996,0.494844989617965,0.391304347826087,0
8886,298.0,309.2,1438,42.9,101,0,0,0,0,0,0,11.199999999999989,61690.2,0.6170229364955531,0.39920948616600793,1
8887,297.9,309.0,1583,36.7,104,0,0,0,0,0,0,11.100000000000023,58096.100000000006,0.581074890678573,0.41106719367588934,0
8888,297.8,308.9,1530,37.6,106,0,0,0,0,0,0,11.099999999999966,57528.0,0.5753927769842889,0.4189723320158103,0
8889,297.7,308.9,1530,39.1,108,0,0,0,0,0,0,11.199999999999989,59823.0,0.5983472760661089,0.4268774703557312,1
